ticker,price_date,close,adj_close,source
LLY,2026-02-26,1020.2637,1020.2637,yfinance
TLT,2026-02-26,88.9333,88.9333,yfinance
HYG,2026-02-26,79.244,79.244,yfinance
AAPL,2026-02-27,263.9368,263.9368,yfinance
MSFT,2026-02-27,391.8912,391.8912,yfinance
NVDA,2026-02-27,176.9742,176.9742,yfinance
AMZN,2026-02-27,210.0,210.0,yfinance
GOOGL,2026-02-27,311.3547,311.3547,yfinance
JPM,2026-02-27,298.771,298.771,yfinance
XOM,2026-02-27,151.4719,151.4719,yfinance
LLY,2026-02-27,1050.1821,1050.1821,yfinance
TLT,2026-02-27,89.4751,89.4751,yfinance
HYG,2026-02-27,79.1166,79.1166,yfinance
AAPL,2026-03-02,264.4763,264.4763,yfinance
MSFT,2026-03-02,397.6886,397.6886,yfinance
NVDA,2026-03-02,182.2577,182.2577,yfinance
AMZN,2026-03-02,208.39,208.39,yfinance
GOOGL,2026-03-02,306.1215,306.1215,yfinance
JPM,2026-03-02,296.0449,296.0449,yfinance
XOM,2026-03-02,153.1803,153.1803,yfinance
LLY,2026-03-02,1016.2206,1016.2206,yfinance
TLT,2026-03-02,88.5766,88.5766,yfinance
HYG,2026-03-02,79.0713,79.0713,yfinance
AAPL,2026-03-03,263.5072,263.5072,yfinance
MSFT,2026-03-03,403.057,403.057,yfinance
NVDA,2026-03-03,179.8307,179.8307,yfinance
AMZN,2026-03-03,208.73,208.73,yfinance
GOOGL,2026-03-03,303.1853,303.1853,yfinance
JPM,2026-03-03,298.7312,298.7312,yfinance
XOM,2026-03-03,150.8064,150.8064,yfinance
LLY,2026-03-03,1005.9982,1005.9982,yfinance
TLT,2026-03-03,88.3987,88.3987,yfinance
HYG,2026-03-03,78.9137,78.9137,yfinance
AAPL,2026-03-04,262.2784,262.2784,yfinance
MSFT,2026-03-04,404.3243,404.3243,yfinance
NVDA,2026-03-04,182.817,182.817,yfinance
AMZN,2026-03-04,216.82,216.82,yfinance
GOOGL,2026-03-04,302.736,302.736,yfinance
JPM,2026-03-04,297.8656,297.8656,yfinance
XOM,2026-03-04,148.81,148.81,yfinance
LLY,2026-03-04,1001.8454,1001.8454,yfinance
TLT,2026-03-04,88.1219,88.1219,yfinance
HYG,2026-03-04,79.1895,79.1895,yfinance
AAPL,2026-03-05,260.0504,260.0504,yfinance
MSFT,2026-03-05,409.7924,409.7924,yfinance
NVDA,2026-03-05,183.1167,183.1167,yfinance
AMZN,2026-03-05,218.94,218.94,yfinance
GOOGL,2026-03-05,300.4889,300.4889,yfinance
JPM,2026-03-05,292.0553,292.0553,yfinance
XOM,2026-03-05,149.7436,149.7436,yfinance
LLY,2026-03-05,981.5703,981.5703,yfinance
TLT,2026-03-05,87.7661,87.7661,yfinance
HYG,2026-03-05,78.8743,78.8743,yfinance
AAPL,2026-03-06,257.223,257.223,yfinance
MSFT,2026-03-06,408.0761,408.0761,yfinance
NVDA,2026-03-06,177.6034,177.6034,yfinance
AMZN,2026-03-06,213.21,213.21,yfinance
GOOGL,2026-03-06,298.1319,298.1319,yfinance
JPM,2026-03-06,288.0061,288.0061,yfinance
XOM,2026-03-06,150.1906,150.1906,yfinance
LLY,2026-03-06,988.6282,988.6282,yfinance
TLT,2026-03-06,87.4399,87.4399,yfinance
HYG,2026-03-06,78.4902,78.4902,yfinance
AAPL,2026-03-09,259.6408,259.6408,yfinance
MSFT,2026-03-09,408.5252,408.5252,yfinance
NVDA,2026-03-09,182.4275,182.4275,yfinance
AMZN,2026-03-09,213.49,213.49,yfinance
GOOGL,2026-03-09,306.1771,306.1771,yfinance
JPM,2026-03-09,288.4438,288.4438,yfinance
XOM,2026-03-09,149.4258,149.4258,yfinance
LLY,2026-03-09,1006.6572,1006.6572,yfinance
TLT,2026-03-09,88.201,88.201,yfinance
HYG,2026-03-09,78.963,78.963,yfinance
AAPL,2026-03-10,260.5899,260.5899,yfinance
MSFT,2026-03-10,404.8831,404.8831,yfinance
NVDA,2026-03-10,184.5449,184.5449,yfinance
AMZN,2026-03-10,214.33,214.33,yfinance
GOOGL,2026-03-10,306.8567,306.8567,yfinance
JPM,2026-03-10,287.2599,287.2599,yfinance
XOM,2026-03-10,147.1314,147.1314,yfinance
LLY,2026-03-10,999.6292,999.6292,yfinance
TLT,2026-03-10,87.2619,87.2619,yfinance
HYG,2026-03-10,78.8349,78.8349,yfinance
AAPL,2026-03-11,260.5699,260.5699,yfinance
MSFT,2026-03-11,404.005,404.005,yfinance
NVDA,2026-03-11,185.8134,185.8134,yfinance
AMZN,2026-03-11,212.65,212.65,yfinance
GOOGL,2026-03-11,308.5157,308.5157,yfinance
JPM,2026-03-11,286.056,286.056,yfinance
XOM,2026-03-11,150.5581,150.5581,yfinance
LLY,2026-03-11,998.1218,998.1218,yfinance
TLT,2026-03-11,86.1351,86.1351,yfinance
HYG,2026-03-11,78.6576,78.6576,yfinance
AAPL,2026-03-12,255.5246,255.5246,yfinance
MSFT,2026-03-12,400.9915,400.9915,yfinance
NVDA,2026-03-12,182.9268,182.9268,yfinance
AMZN,2026-03-12,209.53,209.53,yfinance
GOOGL,2026-03-12,303.3688,303.3688,yfinance
JPM,2026-03-12,281.4496,281.4496,yfinance
XOM,2026-03-12,152.4949,152.4949,yfinance
LLY,2026-03-12,975.5706,975.5706,yfinance
TLT,2026-03-12,85.9671,85.9671,yfinance
HYG,2026-03-12,78.1553,78.1553,yfinance
AAPL,2026-03-13,249.8898,249.8898,yfinance
MSFT,2026-03-13,394.6951,394.6951,yfinance
NVDA,2026-03-13,180.0402,180.0402,yfinance
AMZN,2026-03-13,207.67,207.67,yfinance
GOOGL,2026-03-13,302.0995,302.0995,yfinance
JPM,2026-03-13,281.9968,281.9968,yfinance
XOM,2026-03-13,155.0675,155.0675,yfinance
LLY,2026-03-13,983.3872,983.3872,yfinance
TLT,2026-03-13,85.542,85.542,yfinance
HYG,2026-03-13,78.0076,78.0076,yfinance
AAPL,2026-03-16,252.5873,252.5873,yfinance
MSFT,2026-03-16,399.0856,399.0856,yfinance
NVDA,2026-03-16,183.0067,183.0067,yfinance
AMZN,2026-03-16,211.74,211.74,yfinance
GOOGL,2026-03-16,305.3776,305.3776,yfinance
JPM,2026-03-16,284.703,284.703,yfinance
XOM,2026-03-16,156.17,156.17,yfinance
LLY,2026-03-16,987.4202,987.4202,yfinance
TLT,2026-03-16,86.2043,86.2043,yfinance
HYG,2026-03-16,78.2538,78.2538,yfinance
AAPL,2026-03-17,253.996,253.996,yfinance
MSFT,2026-03-17,398.5468,398.5468,yfinance
NVDA,2026-03-17,181.7182,181.7182,yfinance
AMZN,2026-03-17,215.2,215.2,yfinance
GOOGL,2026-03-17,310.7344,310.7344,yfinance
JPM,2026-03-17,285.4293,285.4293,yfinance
XOM,2026-03-17,157.7393,157.7393,yfinance
LLY,2026-03-17,928.7512,928.7512,yfinance
TLT,2026-03-17,86.4415,86.4415,yfinance
HYG,2026-03-17,78.6084,78.6084,yfinance
AAPL,2026-03-18,249.7099,249.7099,yfinance
MSFT,2026-03-18,390.9433,390.9433,yfinance
NVDA,2026-03-18,180.19,180.19,yfinance
AMZN,2026-03-18,209.87,209.87,yfinance
GOOGL,2026-03-18,307.5063,307.5063,yfinance
JPM,2026-03-18,286.2749,286.2749,yfinance
XOM,2026-03-18,156.5276,156.5276,yfinance
LLY,2026-03-18,916.4724,916.4724,yfinance
TLT,2026-03-18,85.9572,85.9572,yfinance
HYG,2026-03-18,78.2046,78.2046,yfinance
AAPL,2026-03-19,248.7309,248.7309,yfinance
MSFT,2026-03-19,388.1792,388.1792,yfinance
NVDA,2026-03-19,178.3521,178.3521,yfinance
AMZN,2026-03-19,208.76,208.76,yfinance
GOOGL,2026-03-19,306.9467,306.9467,yfinance
JPM,2026-03-19,286.5038,286.5038,yfinance
XOM,2026-03-19,157.0937,157.0937,yfinance
LLY,2026-03-19,915.9233,915.9233,yfinance
TLT,2026-03-19,86.4811,86.4811,yfinance
HYG,2026-03-19,78.4607,78.4607,yfinance
AAPL,2026-03-20,247.7617,247.7617,yfinance
MSFT,2026-03-20,381.0447,381.0447,yfinance
NVDA,2026-03-20,172.4989,172.4989,yfinance
AMZN,2026-03-20,205.37,205.37,yfinance
GOOGL,2026-03-20,300.8203,300.8203,yfinance
JPM,2026-03-20,285.1009,285.1009,yfinance
XOM,2026-03-20,158.5936,158.5936,yfinance
LLY,2026-03-20,905.1419,905.1419,yfinance
TLT,2026-03-20,84.8402,84.8402,yfinance
HYG,2026-03-20,77.7318,77.7318,yfinance
AAPL,2026-03-23,251.2585,251.2585,yfinance
MSFT,2026-03-23,382.1723,382.1723,yfinance
NVDA,2026-03-23,175.4355,175.4355,yfinance
AMZN,2026-03-23,210.14,210.14,yfinance
GOOGL,2026-03-23,301.8797,301.8797,yfinance
JPM,2026-03-23,288.4339,288.4339,yfinance
XOM,2026-03-23,160.0437,160.0437,yfinance
LLY,2026-03-23,908.9852,908.9852,yfinance
TLT,2026-03-23,85.3937,85.3937,yfinance
HYG,2026-03-23,78.244,78.244,yfinance
AAPL,2026-03-24,251.4084,251.4084,yfinance
MSFT,2026-03-24,371.9344,371.9344,yfinance
NVDA,2026-03-24,174.996,174.996,yfinance
AMZN,2026-03-24,207.24,207.24,yfinance
GOOGL,2026-03-24,290.2666,290.2666,yfinance
JPM,2026-03-24,290.9112,290.9112,yfinance
XOM,2026-03-24,164.2651,164.2651,yfinance
LLY,2026-03-24,901.4682,901.4682,yfinance
TLT,2026-03-24,85.0181,85.0181,yfinance
HYG,2026-03-24,77.978,77.978,yfinance
AAPL,2026-03-25,252.3875,252.3875,yfinance
MSFT,2026-03-25,370.2381,370.2381,yfinance
NVDA,2026-03-25,178.472,178.472,yfinance
AMZN,2026-03-25,211.71,211.71,yfinance
GOOGL,2026-03-25,290.7563,290.7563,yfinance
JPM,2026-03-25,293.9158,293.9158,yfinance
XOM,2026-03-25,162.1593,162.1593,yfinance
LLY,2026-03-25,914.7354,914.7354,yfinance
TLT,2026-03-25,85.8385,85.8385,yfinance
HYG,2026-03-25,78.2243,78.2243,yfinance
AAPL,2026-03-26,252.6572,252.6572,yfinance
MSFT,2026-03-26,365.1791,365.1791,yfinance
NVDA,2026-03-26,171.0407,171.0407,yfinance
AMZN,2026-03-26,207.54,207.54,yfinance
GOOGL,2026-03-26,280.7523,280.7523,yfinance
JPM,2026-03-26,290.175,290.175,yfinance
XOM,2026-03-26,164.3147,164.3147,yfinance
LLY,2026-03-26,895.4586,895.4586,yfinance
TLT,2026-03-26,85.117,85.117,yfinance
HYG,2026-03-26,77.7318,77.7318,yfinance
AAPL,2026-03-27,248.571,248.571,yfinance
MSFT,2026-03-27,355.9989,355.9989,yfinance
NVDA,2026-03-27,167.325,167.325,yfinance
AMZN,2026-03-27,199.34,199.34,yfinance
GOOGL,2026-03-27,274.1762,274.1762,yfinance
JPM,2026-03-27,281.3999,281.3999,yfinance
XOM,2026-03-27,169.8372,169.8372,yfinance
LLY,2026-03-27,876.7308,876.7308,yfinance
TLT,2026-03-27,84.6524,84.6524,yfinance
HYG,2026-03-27,77.5348,77.5348,yfinance
AAPL,2026-03-30,246.403,246.403,yfinance
MSFT,2026-03-30,358.1842,358.1842,yfinance
NVDA,2026-03-30,164.9777,164.9777,yfinance
AMZN,2026-03-30,200.95,200.95,yfinance
GOOGL,2026-03-30,273.3367,273.3367,yfinance
JPM,2026-03-30,282.3251,282.3251,yfinance
XOM,2026-03-30,170.314,170.314,yfinance
LLY,2026-03-30,885.1064,885.1064,yfinance
TLT,2026-03-30,85.7792,85.7792,yfinance
HYG,2026-03-30,77.6234,77.6234,yfinance
AAPL,2026-03-31,253.5564,253.5564,yfinance
MSFT,2026-03-31,369.37,369.37,yfinance
NVDA,2026-03-31,174.197,174.197,yfinance
AMZN,2026-03-31,208.27,208.27,yfinance
GOOGL,2026-03-31,287.3883,287.3883,yfinance
JPM,2026-03-31,292.6622,292.6622,yfinance
XOM,2026-03-31,168.5162,168.5162,yfinance
LLY,2026-03-31,918.1895,918.1895,yfinance
TLT,2026-03-31,85.6903,85.6903,yfinance
HYG,2026-03-31,78.3622,78.3622,yfinance
AAPL,2026-04-01,255.3947,255.3947,yfinance
MSFT,2026-04-01,368.5717,368.5717,yfinance
NVDA,2026-04-01,175.5454,175.5454,yfinance
AMZN,2026-04-01,210.57,210.57,yfinance
GOOGL,2026-04-01,297.2125,297.2125,yfinance
JPM,2026-04-01,293.876,293.876,yfinance
XOM,2026-04-01,159.6961,159.6961,yfinance
LLY,2026-04-01,952.8797,952.8797,yfinance
TLT,2026-04-01,85.6059,85.6059,yfinance
HYG,2026-04-01,78.5542,78.5542,yfinance
AAPL,2026-04-02,255.6844,255.6844,yfinance
MSFT,2026-04-02,372.6529,372.6529,yfinance
NVDA,2026-04-02,177.1835,177.1835,yfinance
AMZN,2026-04-02,209.77,209.77,yfinance
GOOGL,2026-04-02,295.5934,295.5934,yfinance
JPM,2026-04-02,293.1,293.1,yfinance
XOM,2026-04-02,159.6067,159.6067,yfinance
LLY,2026-04-02,933.9722,933.9722,yfinance
TLT,2026-04-02,86.1319,86.1319,yfinance
HYG,2026-04-02,78.7422,78.7422,yfinance
AAPL,2026-04-06,258.6217,258.6217,yfinance
MSFT,2026-04-06,372.0741,372.0741,yfinance
NVDA,2026-04-06,177.4332,177.4332,yfinance
AMZN,2026-04-06,212.79,212.79,yfinance
GOOGL,2026-04-06,299.8109,299.8109,yfinance
JPM,2026-04-06,295.45,295.45,yfinance
XOM,2026-04-06,162.2686,162.2686,yfinance
LLY,2026-04-06,925.4669,925.4669,yfinance
TLT,2026-04-06,85.993,85.993,yfinance
HYG,2026-04-06,78.8808,78.8808,yfinance
AAPL,2026-04-07,253.2667,253.2667,yfinance
MSFT,2026-04-07,371.4854,371.4854,yfinance
NVDA,2026-04-07,177.8927,177.8927,yfinance
AMZN,2026-04-07,213.77,213.77,yfinance
GOOGL,2026-04-07,305.2776,305.2776,yfinance
JPM,2026-04-07,297.4,297.4,yfinance
XOM,2026-04-07,162.805,162.805,yfinance
LLY,2026-04-07,929.49,929.49,yfinance
TLT,2026-04-07,85.983,85.983,yfinance
HYG,2026-04-07,78.9006,78.9006,yfinance
AAPL,2026-04-08,258.6617,258.6617,yfinance
MSFT,2026-04-08,373.521,373.521,yfinance
NVDA,2026-04-08,181.868,181.868,yfinance
AMZN,2026-04-08,221.25,221.25,yfinance
GOOGL,2026-04-08,317.1306,317.1306,yfinance
JPM,2026-04-08,307.97,307.97,yfinance
XOM,2026-04-08,155.1668,155.1668,yfinance
LLY,2026-04-08,951.6618,951.6618,yfinance
TLT,2026-04-08,86.2609,86.2609,yfinance
HYG,2026-04-08,79.3657,79.3657,yfinance
AAPL,2026-04-09,260.2502,260.2502,yfinance
MSFT,2026-04-09,372.2637,372.2637,yfinance
NVDA,2026-04-09,183.6959,183.6959,yfinance
AMZN,2026-04-09,233.65,233.65,yfinance
GOOGL,2026-04-09,318.2999,318.2999,yfinance
JPM,2026-04-09,310.33,310.33,yfinance
XOM,2026-04-09,153.9948,153.9948,yfinance
LLY,2026-04-09,953.5485,953.5485,yfinance
TLT,2026-04-09,86.0426,86.0426,yfinance
HYG,2026-04-09,79.4548,79.4548,yfinance
AAPL,2026-04-10,260.2402,260.2402,yfinance
MSFT,2026-04-10,370.0685,370.0685,yfinance
NVDA,2026-04-10,188.4104,188.4104,yfinance
AMZN,2026-04-10,238.38,238.38,yfinance
GOOGL,2026-04-10,317.0506,317.0506,yfinance
JPM,2026-04-10,309.87,309.87,yfinance
XOM,2026-04-10,151.4818,151.4818,yfinance
LLY,2026-04-10,937.8555,937.8555,yfinance
TLT,2026-04-10,85.8342,85.8342,yfinance
HYG,2026-04-10,79.1381,79.1381,yfinance
AAPL,2026-04-13,258.9614,258.9614,yfinance
MSFT,2026-04-13,383.5393,383.5393,yfinance
NVDA,2026-04-13,189.0896,189.0896,yfinance
AMZN,2026-04-13,239.89,239.89,yfinance
GOOGL,2026-04-13,321.1182,321.1182,yfinance
JPM,2026-04-13,313.68,313.68,yfinance
XOM,2026-04-13,151.6109,151.6109,yfinance
LLY,2026-04-13,927.9526,927.9526,yfinance
TLT,2026-04-13,86.0922,86.0922,yfinance
HYG,2026-04-13,79.435,79.435,yfinance
AAPL,2026-04-14,258.5917,258.5917,yfinance
MSFT,2026-04-14,392.2604,392.2604,yfinance
NVDA,2026-04-14,196.2812,196.2812,yfinance
AMZN,2026-04-14,249.02,249.02,yfinance
GOOGL,2026-04-14,332.7113,332.7113,yfinance
JPM,2026-04-14,311.12,311.12,yfinance
XOM,2026-04-14,148.2339,148.2339,yfinance
LLY,2026-04-14,920.9147,920.9147,yfinance
TLT,2026-04-14,86.5487,86.5487,yfinance
HYG,2026-04-14,79.6725,79.6725,yfinance
AAPL,2026-04-15,266.1848,266.1848,yfinance
MSFT,2026-04-15,410.3313,410.3313,yfinance
NVDA,2026-04-15,198.6385,198.6385,yfinance
AMZN,2026-04-15,248.5,248.5,yfinance
GOOGL,2026-04-15,336.9188,336.9188,yfinance
JPM,2026-04-15,305.93,305.93,yfinance
XOM,2026-04-15,148.0054,148.0054,yfinance
LLY,2026-04-15,903.4748,903.4748,yfinance
TLT,2026-04-15,86.1716,86.1716,yfinance
HYG,2026-04-15,79.633,79.633,yfinance
AAPL,2026-04-16,263.1575,263.1575,yfinance
MSFT,2026-04-16,419.3517,419.3517,yfinance
NVDA,2026-04-16,198.1191,198.1191,yfinance
AMZN,2026-04-16,249.7,249.7,yfinance
GOOGL,2026-04-16,335.8194,335.8194,yfinance
JPM,2026-04-16,309.95,309.95,yfinance
XOM,2026-04-16,150.9554,150.9554,yfinance
LLY,2026-04-16,902.4365,902.4365,yfinance
TLT,2026-04-16,85.6258,85.6258,yfinance
HYG,2026-04-16,79.5241,79.5241,yfinance
AAPL,2026-04-17,269.9813,269.9813,yfinance
MSFT,2026-04-17,421.8763,421.8763,yfinance
NVDA,2026-04-17,201.4452,201.4452,yfinance
AMZN,2026-04-17,250.56,250.56,yfinance
GOOGL,2026-04-17,341.476,341.476,yfinance
JPM,2026-04-17,310.29,310.29,yfinance
XOM,2026-04-17,145.4527,145.4527,yfinance
LLY,2026-04-17,925.437,925.437,yfinance
TLT,2026-04-17,86.4098,86.4098,yfinance
HYG,2026-04-17,79.821,79.821,yfinance
AAPL,2026-04-20,272.7986,272.7986,yfinance
MSFT,2026-04-20,417.1665,417.1665,yfinance
NVDA,2026-04-20,201.8248,201.8248,yfinance
AMZN,2026-04-20,248.28,248.28,yfinance
GOOGL,2026-04-20,337.2186,337.2186,yfinance
JPM,2026-04-20,316.99,316.99,yfinance
XOM,2026-04-20,146.6844,146.6844,yfinance
LLY,2026-04-20,918.3192,918.3192,yfinance
TLT,2026-04-20,86.3899,86.3899,yfinance
HYG,2026-04-20,79.7517,79.7517,yfinance
AAPL,2026-04-21,265.925,265.925,yfinance
MSFT,2026-04-21,423.2433,423.2433,yfinance
NVDA,2026-04-21,199.6473,199.6473,yfinance
AMZN,2026-04-21,249.91,249.91,yfinance
GOOGL,2026-04-21,332.0916,332.0916,yfinance
JPM,2026-04-21,313.0,313.0,yfinance
XOM,2026-04-21,147.3598,147.3598,yfinance
LLY,2026-04-21,901.4682,901.4682,yfinance
TLT,2026-04-21,85.9136,85.9136,yfinance
HYG,2026-04-21,79.5439,79.5439,yfinance
AAPL,2026-04-22,272.9186,272.9186,yfinance
MSFT,2026-04-22,431.9844,431.9844,yfinance
NVDA,2026-04-22,202.2643,202.2643,yfinance
AMZN,2026-04-22,255.36,255.36,yfinance
GOOGL,2026-04-22,339.1175,339.1175,yfinance
JPM,2026-04-22,313.02,313.02,yfinance
XOM,2026-04-22,148.4921,148.4921,yfinance
LLY,2026-04-22,919.8964,919.8964,yfinance
TLT,2026-04-22,86.0823,86.0823,yfinance
HYG,2026-04-22,79.6725,79.6725,yfinance
AAPL,2026-04-23,273.1783,273.1783,yfinance
MSFT,2026-04-23,414.8515,414.8515,yfinance
NVDA,2026-04-23,199.4076,199.4076,yfinance
AMZN,2026-04-23,255.08,255.08,yfinance
GOOGL,2026-04-23,338.6877,338.6877,yfinance
JPM,2026-04-23,311.69,311.69,yfinance
XOM,2026-04-23,149.5152,149.5152,yfinance
LLY,2026-04-23,916.0731,916.0731,yfinance
TLT,2026-04-23,85.8937,85.8937,yfinance
HYG,2026-04-23,79.5439,79.5439,yfinance
AAPL,2026-04-24,270.8105,270.8105,yfinance
MSFT,2026-04-24,423.7023,423.7023,yfinance
NVDA,2026-04-24,208.0275,208.0275,yfinance
AMZN,2026-04-24,263.99,263.99,yfinance
GOOGL,2026-04-24,344.1944,344.1944,yfinance
JPM,2026-04-24,308.28,308.28,yfinance
XOM,2026-04-24,147.9061,147.9061,yfinance
LLY,2026-04-24,882.441,882.441,yfinance
TLT,2026-04-24,86.0525,86.0525,yfinance
HYG,2026-04-24,79.6528,79.6528,yfinance
AAPL,2026-04-27,267.3636,267.3636,yfinance
MSFT,2026-04-27,423.9019,423.9019,yfinance
NVDA,2026-04-27,216.3578,216.3578,yfinance
AMZN,2026-04-27,261.12,261.12,yfinance
GOOGL,2026-04-27,350.1309,350.1309,yfinance
JPM,2026-04-27,311.63,311.63,yfinance
XOM,2026-04-27,147.1909,147.1909,yfinance
LLY,2026-04-27,866.778,866.778,yfinance
TLT,2026-04-27,85.6258,85.6258,yfinance
HYG,2026-04-27,79.6824,79.6824,yfinance
AAPL,2026-04-28,270.4608,270.4608,yfinance
MSFT,2026-04-28,428.3223,428.3223,yfinance
NVDA,2026-04-28,212.9218,212.9218,yfinance
AMZN,2026-04-28,259.7,259.7,yfinance
GOOGL,2026-04-28,349.5712,349.5712,yfinance
JPM,2026-04-28,311.45,311.45,yfinance
XOM,2026-04-28,149.545,149.545,yfinance
LLY,2026-04-28,872.498,872.498,yfinance
TLT,2026-04-28,85.7151,85.7151,yfinance
HYG,2026-04-28,79.5736,79.5736,yfinance
AAPL,2026-04-29,269.9213,269.9213,yfinance
MSFT,2026-04-29,423.5426,423.5426,yfinance
NVDA,2026-04-29,209.0064,209.0064,yfinance
AMZN,2026-04-29,263.04,263.04,yfinance
GOOGL,2026-04-29,349.7311,349.7311,yfinance
JPM,2026-04-29,309.25,309.25,yfinance
XOM,2026-04-29,153.6273,153.6273,yfinance
LLY,2026-04-29,849.7473,849.7473,yfinance
TLT,2026-04-29,85.0502,85.0502,yfinance
HYG,2026-04-29,79.3064,79.3064,yfinance
AAPL,2026-04-30,271.1003,271.1003,yfinance
MSFT,2026-04-30,406.8987,406.8987,yfinance
NVDA,2026-04-30,199.3377,199.3377,yfinance
AMZN,2026-04-30,265.06,265.06,yfinance
GOOGL,2026-04-30,384.5703,384.5703,yfinance
JPM,2026-04-30,313.23,313.23,yfinance
XOM,2026-04-30,153.2896,153.2896,yfinance
LLY,2026-04-30,932.9939,932.9939,yfinance
TLT,2026-04-30,84.9708,84.9708,yfinance
HYG,2026-04-30,79.5538,79.5538,yfinance
AAPL,2026-05-01,279.8821,279.8821,yfinance
MSFT,2026-05-01,413.5443,413.5443,yfinance
NVDA,2026-05-01,198.219,198.219,yfinance
AMZN,2026-05-01,268.26,268.26,yfinance
GOOGL,2026-05-01,385.4598,385.4598,yfinance
JPM,2026-05-01,312.47,312.47,yfinance
XOM,2026-05-01,151.7202,151.7202,yfinance
LLY,2026-05-01,961.6746,961.6746,yfinance
TLT,2026-05-01,85.2746,85.2746,yfinance
HYG,2026-05-01,79.6523,79.6523,yfinance
AAPL,2026-05-04,276.5752,276.5752,yfinance
MSFT,2026-05-04,412.7261,412.7261,yfinance
NVDA,2026-05-04,198.2489,198.2489,yfinance
AMZN,2026-05-04,272.05,272.05,yfinance
GOOGL,2026-05-04,383.0212,383.0212,yfinance
JPM,2026-05-04,307.65,307.65,yfinance
XOM,2026-05-04,152.6539,152.6539,yfinance
LLY,2026-05-04,966.2667,966.2667,yfinance
TLT,2026-05-04,84.6271,84.6271,yfinance
HYG,2026-05-04,79.3936,79.3936,yfinance
AAPL,2026-05-05,283.9184,283.9184,yfinance
MSFT,2026-05-05,410.4909,410.4909,yfinance
NVDA,2026-05-05,196.2712,196.2712,yfinance
