ticker,price_date,close,source,daily_return
IWM,2026-05-01,278.6174,yfinance,0.00471277
IWM,2026-05-04,277.2208,yfinance,-0.00501261
IWM,2026-05-05,281.8896,yfinance,0.01684145
IWM,2026-05-06,286.1196,yfinance,0.01500587
IWM,2026-05-07,281.5904,yfinance,-0.01582974
IWM,2026-05-08,283.4958,yfinance,0.00676657
IWM,2026-05-11,284.653,yfinance,0.00408189
IWM,2026-05-12,281.8996,yfinance,-0.00967283
IWM,2026-05-13,281.9994,yfinance,0.00035403
IWM,2026-05-14,283.7752,yfinance,0.00629718
IWM,2026-05-15,276.9414,yfinance,-0.02408174
IWM,2026-05-18,275.3153,yfinance,-0.00587164
IWM,2026-05-19,272.3523,yfinance,-0.01076221
IWM,2026-05-20,279.206,yfinance,0.02516483
IWM,2026-05-21,281.8198,yfinance,0.00936155
IWM,2026-05-22,284.4436,yfinance,0.0093102
IWM,2026-05-26,289.8208,yfinance,0.01890427
IWM,2026-05-27,289.6811,yfinance,-0.00048202
IWM,2026-05-28,291.3372,yfinance,0.00571698
IWM,2026-05-29,289.741,yfinance,-0.00547887
IWM,2026-06-01,288.2944,yfinance,-0.00499273
IWM,2026-06-02,290.968,yfinance,0.00927385
IWM,2026-06-03,286.9875,yfinance,-0.0136802
IWM,2026-06-04,291.3172,yfinance,0.01508672
IWM,2026-06-05,280.9818,yfinance,-0.03547817
IWM,2026-06-08,283.4359,yfinance,0.00873402
IWM,2026-06-09,284.3438,yfinance,0.00320319
IWM,2026-06-10,281.3808,yfinance,-0.01042048
IWM,2026-06-11,289.721,yfinance,0.02964026
IWM,2026-06-12,292.255,yfinance,0.00874635
IWM,2026-06-15,294.64,yfinance,0.00816068
IWM,2026-06-16,292.08,yfinance,-0.00868857
IWM,2026-06-17,289.88,yfinance,-0.00753218
QQQ,2026-02-18,605.0271,yfinance,
QQQ,2026-02-19,602.71,yfinance,-0.00382975
QQQ,2026-02-20,608.0433,yfinance,0.00884887
QQQ,2026-02-23,600.6526,yfinance,-0.01215489
QQQ,2026-02-24,607.1045,yfinance,0.01074148
QQQ,2026-02-25,615.9034,yfinance,0.01449322
QQQ,2026-02-26,608.4728,yfinance,-0.01206455
QQQ,2026-02-27,606.5252,yfinance,-0.0032008
QQQ,2026-03-02,607.3242,yfinance,0.00131734
QQQ,2026-03-03,600.8224,yfinance,-0.01070565
QQQ,2026-03-04,609.9809,yfinance,0.01524327
QQQ,2026-03-05,608.1431,yfinance,-0.00301288
QQQ,2026-03-06,598.9947,yfinance,-0.01504317
QQQ,2026-03-09,606.9946,yfinance,0.01335554
QQQ,2026-03-10,607.0046,yfinance,1.647e-05
QQQ,2026-03-11,606.9247,yfinance,-0.00013163
QQQ,2026-03-12,596.5079,yfinance,-0.01716325
QQQ,2026-03-13,592.9723,yfinance,-0.00592716
QQQ,2026-03-16,599.6239,yfinance,0.01121739
QQQ,2026-03-17,602.5502,yfinance,0.00488023
QQQ,2026-03-18,594.1509,yfinance,-0.01393959
QQQ,2026-03-19,592.2732,yfinance,-0.00316031
QQQ,2026-03-20,581.327,yfinance,-0.01848167
QQQ,2026-03-23,588.0,yfinance,0.01147891
QQQ,2026-03-24,583.98,yfinance,-0.00683673
QQQ,2026-03-25,587.82,yfinance,0.00657557
QQQ,2026-03-26,573.79,yfinance,-0.02386785
QQQ,2026-03-27,562.58,yfinance,-0.01953676
QQQ,2026-03-30,558.28,yfinance,-0.00764336
QQQ,2026-03-31,577.18,yfinance,0.03385398
QQQ,2026-04-01,584.31,yfinance,0.01235317
QQQ,2026-04-02,584.98,yfinance,0.00114665
QQQ,2026-04-06,588.5,yfinance,0.0060173
QQQ,2026-04-07,588.59,yfinance,0.00015293
QQQ,2026-04-08,606.09,yfinance,0.02973207
QQQ,2026-04-09,610.19,yfinance,0.00676467
QQQ,2026-04-10,611.07,yfinance,0.00144217
QQQ,2026-04-13,617.39,yfinance,0.01034251
QQQ,2026-04-14,628.6,yfinance,0.01815708
QQQ,2026-04-15,637.4,yfinance,0.01399936
QQQ,2026-04-16,640.47,yfinance,0.00481644
QQQ,2026-04-17,648.85,yfinance,0.01308414
QQQ,2026-04-20,646.79,yfinance,-0.00317485
QQQ,2026-04-21,644.33,yfinance,-0.0038034
QQQ,2026-04-22,655.11,yfinance,0.01673056
QQQ,2026-04-23,651.42,yfinance,-0.00563264
QQQ,2026-04-24,663.88,yfinance,0.01912744
QQQ,2026-04-27,664.23,yfinance,0.0005272
QQQ,2026-04-28,657.55,yfinance,-0.01005676
QQQ,2026-04-29,661.57,yfinance,0.0061136
QQQ,2026-04-30,667.74,yfinance,0.0093263
QQQ,2026-05-01,674.15,yfinance,0.00959954
QQQ,2026-05-04,672.88,yfinance,-0.00188385
QQQ,2026-05-05,681.61,yfinance,0.01297408
QQQ,2026-05-06,695.77,yfinance,0.02077434
QQQ,2026-05-07,694.94,yfinance,-0.00119292
QQQ,2026-05-08,711.23,yfinance,0.02344087
QQQ,2026-05-11,713.29,yfinance,0.00289639
QQQ,2026-05-12,707.24,yfinance,-0.00848182
QQQ,2026-05-13,714.71,yfinance,0.01056219
QQQ,2026-05-14,719.79,yfinance,0.00710778
QQQ,2026-05-15,708.93,yfinance,-0.01508773
QQQ,2026-05-18,705.88,yfinance,-0.00430226
QQQ,2026-05-19,701.53,yfinance,-0.00616252
QQQ,2026-05-20,713.15,yfinance,0.0165638
QQQ,2026-05-21,714.51,yfinance,0.00190703
QQQ,2026-05-22,717.54,yfinance,0.00424067
QQQ,2026-05-26,730.28,yfinance,0.01775511
QQQ,2026-05-27,729.45,yfinance,-0.00113655
QQQ,2026-05-28,735.6,yfinance,0.00843101
QQQ,2026-05-29,738.31,yfinance,0.00368407
QQQ,2026-06-01,742.74,yfinance,0.00600019
QQQ,2026-06-02,746.16,yfinance,0.00460457
QQQ,2026-06-03,744.21,yfinance,-0.00261338
QQQ,2026-06-04,740.61,yfinance,-0.00483734
QQQ,2026-06-05,705.06,yfinance,-0.04800097
QQQ,2026-06-08,716.07,yfinance,0.01561569
QQQ,2026-06-09,707.83,yfinance,-0.01150725
QQQ,2026-06-10,693.69,yfinance,-0.01997655
QQQ,2026-06-11,717.12,yfinance,0.03377589
QQQ,2026-06-12,721.34,yfinance,0.00588465
QQQ,2026-06-15,744.0,yfinance,0.03141376
QQQ,2026-06-16,729.86,yfinance,-0.01900538
QQQ,2026-06-17,722.51,yfinance,-0.01007042
SPY,2026-02-18,684.4208,yfinance,
SPY,2026-02-19,682.6157,yfinance,-0.00263741
SPY,2026-02-20,687.5523,yfinance,0.00723189
SPY,2026-02-23,680.5315,yfinance,-0.0102113
SPY,2026-02-24,685.4779,yfinance,0.00726844
SPY,2026-02-25,691.2622,yfinance,0.00843835
SPY,2026-02-26,687.4226,yfinance,-0.00555448
SPY,2026-02-27,684.1216,yfinance,-0.004802
SPY,2026-03-02,684.5106,yfinance,0.00056861
SPY,2026-03-03,678.4771,yfinance,-0.00881433
SPY,2026-03-04,683.264,yfinance,0.00705536
SPY,2026-03-05,679.4544,yfinance,-0.00557559
SPY,2026-03-06,670.5487,yfinance,-0.01310713
SPY,2026-03-09,676.4227,yfinance,0.00875999
SPY,2026-03-10,675.3356,yfinance,-0.00160713
SPY,2026-03-11,674.488,yfinance,-0.00125508
SPY,2026-03-12,664.2459,yfinance,-0.015185
SPY,2026-03-13,660.4862,yfinance,-0.0056601
SPY,2026-03-16,667.2079,yfinance,0.0101769
SPY,2026-03-17,668.963,yfinance,0.00263051
SPY,2026-03-18,659.6285,yfinance,-0.01395369
SPY,2026-03-19,658.003,yfinance,-0.00246427
SPY,2026-03-20,648.57,yfinance,-0.0143358
SPY,2026-03-23,655.38,yfinance,0.01050002
SPY,2026-03-24,653.18,yfinance,-0.00335683
SPY,2026-03-25,656.82,yfinance,0.00557274
SPY,2026-03-26,645.09,yfinance,-0.01785877
SPY,2026-03-27,634.09,yfinance,-0.01705188
SPY,2026-03-30,631.97,yfinance,-0.00334337
SPY,2026-03-31,650.34,yfinance,0.02906784
SPY,2026-04-01,655.24,yfinance,0.00753452
SPY,2026-04-02,655.83,yfinance,0.00090043
SPY,2026-04-06,658.93,yfinance,0.00472683
SPY,2026-04-07,659.22,yfinance,0.00044011
SPY,2026-04-08,676.01,yfinance,0.02546949
SPY,2026-04-09,679.91,yfinance,0.00576915
SPY,2026-04-10,679.46,yfinance,-0.00066185
SPY,2026-04-13,686.1,yfinance,0.00977247
SPY,2026-04-14,694.46,yfinance,0.01218481
SPY,2026-04-15,699.94,yfinance,0.00789102
SPY,2026-04-16,701.66,yfinance,0.00245735
SPY,2026-04-17,710.14,yfinance,0.01208563
SPY,2026-04-20,708.72,yfinance,-0.00199961
SPY,2026-04-21,704.08,yfinance,-0.00654701
SPY,2026-04-22,711.21,yfinance,0.01012669
SPY,2026-04-23,708.45,yfinance,-0.00388071
SPY,2026-04-24,713.94,yfinance,0.00774931
SPY,2026-04-27,715.17,yfinance,0.00172283
SPY,2026-04-28,711.69,yfinance,-0.00486598
SPY,2026-04-29,711.58,yfinance,-0.00015456
SPY,2026-04-30,718.66,yfinance,0.00994969
SPY,2026-05-01,720.65,yfinance,0.00276904
SPY,2026-05-04,718.01,yfinance,-0.00366336
SPY,2026-05-05,723.77,yfinance,0.00802217
SPY,2026-05-06,733.83,yfinance,0.01389944
SPY,2026-05-07,731.58,yfinance,-0.00306611
SPY,2026-05-08,737.62,yfinance,0.0082561
SPY,2026-05-11,739.3,yfinance,0.0022776
SPY,2026-05-12,738.18,yfinance,-0.00151495
SPY,2026-05-13,742.31,yfinance,0.00559484
SPY,2026-05-14,748.17,yfinance,0.00789428
SPY,2026-05-15,739.17,yfinance,-0.01202935
SPY,2026-05-18,738.65,yfinance,-0.00070349
SPY,2026-05-19,733.73,yfinance,-0.0066608
SPY,2026-05-20,741.25,yfinance,0.010249
SPY,2026-05-21,742.72,yfinance,0.00198314
SPY,2026-05-22,745.64,yfinance,0.0039315
SPY,2026-05-26,750.59,yfinance,0.00663859
SPY,2026-05-27,750.46,yfinance,-0.0001732
SPY,2026-05-28,754.6,yfinance,0.00551662
SPY,2026-05-29,756.48,yfinance,0.00249139
SPY,2026-06-01,758.54,yfinance,0.00272314
SPY,2026-06-02,759.57,yfinance,0.00135787
SPY,2026-06-03,754.24,yfinance,-0.00701713
SPY,2026-06-04,757.09,yfinance,0.00377864
SPY,2026-06-05,737.55,yfinance,-0.02580935
SPY,2026-06-08,739.22,yfinance,0.00226425
SPY,2026-06-09,737.05,yfinance,-0.00293553
SPY,2026-06-10,725.43,yfinance,-0.01576555
SPY,2026-06-11,737.76,yfinance,0.01699682
SPY,2026-06-12,741.75,yfinance,0.00540826
SPY,2026-06-15,754.83,yfinance,0.01763397
SPY,2026-06-16,750.33,yfinance,-0.00596161
SPY,2026-06-17,740.96,yfinance,-0.01248784
TLT,2026-02-18,88.2042,yfinance,
TLT,2026-02-19,88.2929,yfinance,0.00100562
TLT,2026-02-20,88.086,yfinance,-0.00234334
TLT,2026-02-23,88.4111,yfinance,0.00369071
TLT,2026-02-24,88.5688,yfinance,0.00178371
TLT,2026-02-25,88.5786,yfinance,0.00011065
TLT,2026-02-26,88.9333,yfinance,0.00400435
TLT,2026-02-27,89.4751,yfinance,0.00609221
TLT,2026-03-02,88.5766,yfinance,-0.0100419
TLT,2026-03-03,88.3987,yfinance,-0.00200843
TLT,2026-03-04,88.1219,yfinance,-0.00313127
TLT,2026-03-05,87.7661,yfinance,-0.00403759
TLT,2026-03-06,87.4399,yfinance,-0.0037167
TLT,2026-03-09,88.201,yfinance,0.00870426
TLT,2026-03-10,87.2619,yfinance,-0.01064727
TLT,2026-03-11,86.1351,yfinance,-0.01291285
TLT,2026-03-12,85.9671,yfinance,-0.00195042
TLT,2026-03-13,85.542,yfinance,-0.00494491
TLT,2026-03-16,86.2043,yfinance,0.0077424
TLT,2026-03-17,86.4415,yfinance,0.0027516
TLT,2026-03-18,85.9572,yfinance,-0.00560263
TLT,2026-03-19,86.4811,yfinance,0.00609489
TLT,2026-03-20,84.8402,yfinance,-0.01897409
TLT,2026-03-23,85.3937,yfinance,0.00652403
TLT,2026-03-24,85.0181,yfinance,-0.00439845
TLT,2026-03-25,85.8385,yfinance,0.00964971
TLT,2026-03-26,85.117,yfinance,-0.00840532
TLT,2026-03-27,84.6524,yfinance,-0.00545837
TLT,2026-03-30,85.7792,yfinance,0.0133109
TLT,2026-03-31,85.6903,yfinance,-0.00103638
TLT,2026-04-01,85.6059,yfinance,-0.00098494
TLT,2026-04-02,86.1319,yfinance,0.00614444
TLT,2026-04-06,85.993,yfinance,-0.00161264
TLT,2026-04-07,85.983,yfinance,-0.00011629
TLT,2026-04-08,86.2609,yfinance,0.00323203
TLT,2026-04-09,86.0426,yfinance,-0.00253069
TLT,2026-04-10,85.8342,yfinance,-0.00242206
TLT,2026-04-13,86.0922,yfinance,0.00300579
TLT,2026-04-14,86.5487,yfinance,0.00530245
TLT,2026-04-15,86.1716,yfinance,-0.00435708
TLT,2026-04-16,85.6258,yfinance,-0.00633387
TLT,2026-04-17,86.4098,yfinance,0.00915612
TLT,2026-04-20,86.3899,yfinance,-0.0002303
TLT,2026-04-21,85.9136,yfinance,-0.00551338
TLT,2026-04-22,86.0823,yfinance,0.0019636
TLT,2026-04-23,85.8937,yfinance,-0.00219093
TLT,2026-04-24,86.0525,yfinance,0.0018488
TLT,2026-04-27,85.6258,yfinance,-0.0049586
TLT,2026-04-28,85.7151,yfinance,0.00104291
TLT,2026-04-29,85.0502,yfinance,-0.00775709
TLT,2026-04-30,84.9708,yfinance,-0.00093357
TLT,2026-05-01,85.2746,yfinance,0.00357535
TLT,2026-05-04,84.6271,yfinance,-0.00759312
TLT,2026-05-05,85.0953,yfinance,0.00553251
TLT,2026-05-06,85.7427,yfinance,0.00760794
TLT,2026-05-07,85.3144,yfinance,-0.00499518
TLT,2026-05-08,85.7427,yfinance,0.00502025
TLT,2026-05-11,85.2248,yfinance,-0.00604016
TLT,2026-05-12,84.657,yfinance,-0.00666238
TLT,2026-05-13,84.4678,yfinance,-0.0022349
TLT,2026-05-14,84.5873,yfinance,0.00141474
TLT,2026-05-15,83.3322,yfinance,-0.01483792
TLT,2026-05-18,83.2326,yfinance,-0.00119522
TLT,2026-05-19,82.6947,yfinance,-0.00646261
TLT,2026-05-20,83.5813,yfinance,0.01072136
TLT,2026-05-21,83.89,yfinance,0.00369341
TLT,2026-05-22,84.3482,yfinance,0.00546191
TLT,2026-05-26,84.7666,yfinance,0.00496039
TLT,2026-05-27,84.9658,yfinance,0.00234998
TLT,2026-05-28,85.4041,yfinance,0.00515855
TLT,2026-05-29,85.424,yfinance,0.00023301
TLT,2026-06-01,85.47,yfinance,0.00053849
TLT,2026-06-02,85.65,yfinance,0.002106
TLT,2026-06-03,85.31,yfinance,-0.00396964
TLT,2026-06-04,85.5,yfinance,0.00222717
TLT,2026-06-05,85.06,yfinance,-0.0051462
TLT,2026-06-08,84.62,yfinance,-0.00517282
TLT,2026-06-09,85.12,yfinance,0.00590877
TLT,2026-06-10,84.88,yfinance,-0.00281955
TLT,2026-06-11,85.98,yfinance,0.01295947
TLT,2026-06-12,85.77,yfinance,-0.00244243
TLT,2026-06-15,85.72,yfinance,-0.00058295
TLT,2026-06-16,86.19,yfinance,0.00548297
TLT,2026-06-17,86.33,yfinance,0.00162432
USO,2026-02-18,79.4,yfinance,
USO,2026-02-19,81.19,yfinance,0.02254408
USO,2026-02-20,80.85,yfinance,-0.00418771
USO,2026-02-23,80.9,yfinance,0.00061843
USO,2026-02-24,80.76,yfinance,-0.00173053
USO,2026-02-25,79.73,yfinance,-0.01275384
USO,2026-02-26,79.77,yfinance,0.00050169
USO,2026-02-27,81.95,yfinance,0.02732857
USO,2026-03-02,87.19,yfinance,0.06394143
USO,2026-03-03,90.2,yfinance,0.03452231
USO,2026-03-04,91.56,yfinance,0.01507761
USO,2026-03-05,96.31,yfinance,0.05187855
USO,2026-03-06,108.77,yfinance,0.1293739
USO,2026-03-09,104.33,yfinance,-0.04082008
